"","Player","Nation","Pos","Squad","Age","League","Year","MidsPred"
"2005","D. Rahmawati","Eastern Sleboube","FWMF","Marvelous Heels",24,"D","2021",9.0689
"2047","D. Deli?","Sobianitedrucy","MF","Mighty Monkeys",33,"D","2021",9.06983333333333
"1042","R. Kiberu","Nganion","MFFW","Polar Kangaroos",29,"E","2020",9.07213333333333
"2048","K. Mwanje","Sobianitedrucy","MF","Mighty Monkeys",23,"D","2021",9.07213333333333
"146","C. Kadosh","Landli Blicporlip","FWMF","Stacked Rocks",27,"A","2020",9.07483333333333
"2433","S. Fontana","Nganion","FWMF","Ultimate Penguins",24,"E","2021",9.07563333333334
"1731","C. Khalil","Esia","FWMF","Little Lollipops",28,"C","2021",9.07596666666667
"2501","V. Persson","Kani","MF","Serious Buffaloes",29,"RFL","2021",9.0763
"2364","D. Pfeiffer","Imaar Vircoand","MFFW","Running Bigfoots",32,"E","2021",9.07873333333333
"2259","X. Nambooze","Nganion","DFMF","Mad Bees",26,"E","2021",9.08386666666667
"130","X. Joly","People's Land of Maneau","MFFW","Solemn Cougars",21,"A","2020",9.08486666666666
"2063","N. Dutta","Sobianitedrucy","MF","Red Rangers",27,"D","2021",9.08603333333333
"2002","I. Goh","Sobianitedrucy","MFFW","Hideous Spartans",21,"D","2021",9.08616666666666
"2052","X. Kazibwe","Janmico","MFFW","Mighty Monkeys",29,"D","2021",9.08706666666666
"474","J. Andersen","Central Namemo Laand","MF","Fiery Governors",24,"C","2020",9.08773333333334
"884","E. Hasahya","Sobianitedrucy","MF","Sugar Bengals",25,"D","2020",9.08876666666667
"1287","A. Olobo","Biarizea","FWMF","Horrible Grizzlies",27,"A","2021",9.09053333333333
"202","G. Munsaka","Dosqaly","FWMF","Glistening Paladins",30,"B","2020",9.09426666666667
"1708","D. Hsu","Esia","MFDF","Blue Jaguars",30,"C","2021",9.0984
"1926","H. Kisembo","Sobianitedrucy","MF","Coy Catamarans",25,"D","2021",9.1031
"1253","E. Taylor","People's Land of Maneau","MFFW","Fanatical Outlaws",27,"A","2021",9.1052
"2056","M. D?browski","Northslands","FWMF","Red Rangers",20,"D","2021",9.10903333333333
"451","E. Gupta","Esia","MFDF","Awkward Trailblazers",22,"C","2020",9.10906666666667
"929","P. Susanto","Lefghau","FWMF","Festive Governors",26,"E","2020",9.1151
"1266","O. Kia","Western Niasland","MFDF","Fighting Cougars",21,"A","2021",9.11626666666666
"882","W. Cheang","Nganion","MF","Sugar Bengals",34,"D","2020",9.11646666666667
"1594","P. Lo","Dosqaly","MF","Supreme Janes",26,"B","2021",9.12276666666667
"937","W. Doyle","Northern Namemo Laand","MF","Festive Governors",32,"E","2020",9.12396666666667
"1808","B. Kalyango","Lefghau","MFFW","Serious Cyclones",18,"C","2021",9.12813333333333
"1544","P. Oravec","Dosqaly","MF","Simple Jayhawks",29,"B","2021",9.12846666666667
"2297","E. Mwesigye","Nganion","MFFW","Orange Giants",19,"E","2021",9.13163333333333
"616","O. Nairuba","Esia","MFFW","Ultimate Dolphins",29,"C","2020",9.1364
"2336","C. Kalua","Varijitri Isles","MF","Punctual Leopards",26,"E","2021",9.1441
"1008","K. Akullo","Imaar Vircoand","DFMF","Orange Giants",31,"E","2020",9.14723333333333
"735","F. Contreras","Sobianitedrucy","MFFW","Hideous Spartans",27,"D","2020",9.15036666666666
"1046","U. Siziba","Mico","FWMF","Punctual Leopards",24,"E","2020",9.1609
"651","R. Zamani","Giumle Lizeibon","MF","White Firebirds",22,"C","2020",9.16406666666667
"2250","E. Zen","Nganion","MF","Horrible Bison",25,"E","2021",9.16473333333334
"1265","P. Chew","Esia","MFDF","Fighting Cougars",29,"A","2021",9.1666
"1815","K. Lawino","Giumle Lizeibon","MF","Silver Frogs",22,"C","2021",9.1685
"2034","K. Chisi","Imaar Vircoand","MF","Mean Wolves",26,"D","2021",9.17223333333333
"297","J. Martinelli","Dosqaly","MF","Serious Thunderbirds",33,"B","2020",9.17516666666666
"1202","V. Mutasa","Rarita","MFFW","Great Pandas",29,"RFL","2020",9.17873333333334
"2499","Z. Cumbe","Rarita","MFFW","Red Anchormen",35,"RFL","2021",9.17946666666667
"2121","A. Anwar","Dosqaly","MFFW","Strange Pioneers",28,"D","2021",9.18286666666667
"1668","O. Ssenabulya","Pierrema","MFFW","Weak Blimps",20,"B","2021",9.18783333333333
"2084","H. Hansen","Unicorporated Tiagascar","DFMF","Serious Ranchers",34,"D","2021",9.18793333333333
"2278","E. Okurut","Lefghau","MF","Mad Kingsmen",28,"E","2021",9.19353333333333
"1487","Z. Robin","Reugha","MF","Mean Colts",20,"B","2021",9.19986666666667
"1743","M. Ojo","Dosqaly","MF","Marvelous Anchors",25,"C","2021",9.20106666666667
"2075","B. Ková?ik","Sobianitedrucy","FWMF","Remarkable Flames",27,"D","2021",9.20296666666667
"2430","G. Matei","Nganion","FWMF","Ultimate Penguins",28,"E","2021",9.20343333333333
"872","I. Gajdoš","Pierrema","MFFW","Strange Pioneers",27,"D","2020",9.20576666666666
"1916","O. K?rkli?š","Esia","MFFW","Wicked Gentlefolk",27,"C","2021",9.20673333333333
"1496","P. Giramia","Dosqaly","MF","Mean Poets",29,"B","2021",9.20723333333333
"757","H. Dehghan","Central Diasongo","MF","Mean Wolves",24,"D","2020",9.21063333333333
"1003","E. Rossetti","Central Diasongo","MFFW","Mighty Jimmies",28,"E","2020",9.21123333333334
"2199","L. Ndyanabo","Imaar Vircoand","FWMF","Festive Governors",33,"E","2021",9.21233333333333
"2053","B. Owor","Mico","MFFW","Mighty Monkeys",20,"D","2021",9.21443333333333
"1915","J. Hui","Esia","MFFW","Wicked Gentlefolk",33,"C","2021",9.21486666666667
"333","Q. Ruzvidzo","Dosqaly","MF","Solemn Leopards",24,"B","2020",9.22293333333333
"2182","V. Abu","Nganion","DFMF","Delta Colts",27,"E","2021",9.22646666666667
"409","Y. Kat?","Dosqaly","MFDF","Villainous Eagles",32,"B","2020",9.22893333333333
"1973","U. Taaka","Xikong","MFFW","Fighting Wave",20,"D","2021",9.23173333333333
"2077","N. Von","Iverde","MF","Remarkable Flames",23,"D","2021",9.23459999999999
"2514","B. Nakandi","Rarita","FWMF","Strong Oaks",28,"RFL","2021",9.23850000000001
"2363","I. Carpentier","Rosvi","MFDF","Running Bigfoots",28,"E","2021",9.23953333333334
"919","R. Kabuye","Nganion","MF","Delta Colts",31,"E","2020",9.24093333333333
"1946","Z. Buyinza","Saintu","MF","Coy Sunbirds",31,"D","2021",9.24109999999999
"1951","K. Clark","Southern Ristan","FWMF","Fighting Clippers",33,"D","2021",9.2493
"487","Y. Thin","Northern Namemo Laand","MF","Horrible Flames",30,"C","2020",9.25740000000001
"1849","J. Muianga","Biarizea","MFFW","Supreme Jaguars",23,"C","2021",9.2589
"1078","C. Said","Nganion","MFFW","Sassy Knights",26,"E","2020",9.25946666666667
"119","I. Nyamande","Republic of Denand Landsa","FWMF","Solemn Cougars",22,"A","2020",9.26916666666666
"1934","X. Tembe","Cabral Retrea","FWMF","Coy Sunbirds",20,"D","2021",9.26936666666666
"2372","M. Muhindo","Rarita","MF","Sassy Knights",26,"E","2021",9.27016666666667
"1954","M. Delgado","Ledian","MF","Fighting Clippers",25,"D","2021",9.27203333333333
"1249","D. John","Pierrema","FWMF","Fanatical Outlaws",24,"A","2021",9.27606666666667
"743","J. Jørgensen","Manlisgamncent","MFFW","Marvelous Heels",24,"D","2020",9.2805
"2111","I. Chawinga","Sobianitedrucy","MFDF","Spicy Pointers",21,"D","2021",9.2828
"1898","P. Uddin","Xikong","FWMF","White Firebirds",28,"C","2021",9.28346666666667
"1927","Y. Ugwu","Sobianitedrucy","MF","Coy Catamarans",22,"D","2021",9.2924
"1247","W. Lew","Nganion","FWMF","Fanatical Outlaws",24,"A","2021",9.29353333333333
"2003","K. Mayanja","Bernepamar","FWMF","Marvelous Heels",27,"D","2021",9.29766666666667
"1832","L. Kofi","Esia","MFFW","Spicy Gophers",22,"C","2021",9.30296666666667
"381","L. Mponda","Dosqaly","MF","Unaccountable Foxes",22,"B","2020",9.3036
"623","F. Nakimuli","Esia","MF","Ultimate Longhorns",25,"C","2020",9.30436666666666
"396","J. Opolot","Dosqaly","MF","Unethical Comets",27,"B","2020",9.31483333333333
"2072","F. Pellegrini","Nganion","FWMF","Remarkable Flames",33,"D","2021",9.32263333333333
"126","X. Boateng","Southern Ristan","MF","Solemn Cougars",25,"A","2020",9.32723333333333
"2329","I. Ademovi?","Former Maneau","MF","Punctual Leopards",25,"E","2021",9.3275
"251","E. Cortez","Dosqaly","FWMF","Jumping Beans",22,"B","2020",9.33493333333333
"2027","C. Alum","Rosvi","MFFW","Marvelous Patriots",28,"D","2021",9.33536666666667
"1615","L. Prasad","Eastern Sleboube","MFFW","Swift Rustlers",24,"B","2021",9.3399
"305","Q. Kaseke","Central Diasongo","MF","Simple Jayhawks",23,"B","2020",9.34703333333333
"1696","Z. Sng","Esia","MF","Awkward Trailblazers",27,"C","2021",9.34803333333334
"123","W. Török","People's Land of Maneau","MF","Solemn Cougars",22,"A","2020",9.35026666666666
"1058","K. Roger","Nganion","MFFW","Punctual Leopards",25,"E","2020",9.35353333333333
"790","C. Goossens","Sobianitedrucy","MF","Punctual Fire",22,"D","2020",9.35596666666667
"288","D. Kakande","Dosqaly","MFFW","Overconfident Kangaroos",26,"B","2020",9.35623333333334
"1209","G. Samuel","Rarita","MF","Mad Cardinals",22,"RFL","2020",9.35966666666667
"86","D. Masereka","Ngoque Blicri","MFFW","Odd Ducks",25,"A","2020",9.3645
"1948","K. bin Abu Bakar","Sobianitedrucy","MFDF","Coy Sunbirds",25,"D","2021",9.36606666666666
"1554","F. Bizjak","Dosqaly","FWMF","Simple Privateers",19,"B","2021",9.36910000000001
"1865","I. Nalweyiso","Nganion","MF","Ultimate Dolphins",23,"C","2021",9.3699
"122","T. bin Mohamed","People's Land of Maneau","MF","Solemn Cougars",21,"A","2020",9.37446666666667
"1316","L. Edwards","People's Land of Maneau","FWMF","Old Mustangs",26,"A","2021",9.37493333333334
"2415","E. Obbo","Landli Blicporlip","FWMF","Swift Bison",19,"E","2021",9.37933333333333
"2360","G. Gentile","Lefghau","MF","Running Bigfoots",33,"E","2021",9.38283333333333
"198","Z. Ahmetovi?","Lefghau","MFFW","Flawless Cows",27,"B","2020",9.38436666666666
"2239","Q. Nagadya","Nganion","MFFW","Hideous Spiders",29,"E","2021",9.38853333333333
"1272","H. Gomani","Southslands","FWMF","Great Galactic Gorgons",32,"A","2021",9.3908
"871","J. Hasahya","Sobianitedrucy","MF","Strange Pioneers",22,"D","2020",9.3917
"2509","Z. Kakai","Rarita","MFDF","Serious Buffaloes",26,"RFL","2021",9.39349999999999
"1035","I. Koay","Nganion","MF","Polar Kangaroos",20,"E","2020",9.4018
"2054","W. Alghamdi","Quewenia","DFMF","Red Rangers",21,"D","2021",9.40303333333333
"1680","V. Krisensen","Dosqaly","MFDF","Wet Monarchs",31,"B","2021",9.40436666666667
"2348","K. Haim","Nganion","MF","Rabid Greyhounds",23,"E","2021",9.40563333333333
"212","S. Vidal","Dosqaly","MFFW","Glistening Paladins",30,"B","2020",9.40846666666667
"1683","W. Okumu","Unicorporated Tiagascar","MFFW","Wet Monarchs",26,"B","2021",9.40886666666667
"9","W. Lew","Nganion","MFFW","Fanatical Outlaws",23,"A","2020",9.41063333333333
"1061","P. bin Ibrahim","Nganion","FWMF","Running Bigfoots",25,"E","2020",9.41146666666667
"1071","L. Nakalembe","Nganion","FWMF","Sassy Knights",31,"E","2020",9.41196666666667
"1949","B. Namazzi","Ledian","MFFW","Coy Sunbirds",33,"D","2021",9.41886666666667
"1041","J. Khoh","Nganion","MFFW","Polar Kangaroos",24,"E","2020",9.42206666666667
"301","H. Munetsi","Pierrema","MFFW","Serious Thunderbirds",29,"B","2020",9.42506666666667
"1705","Z. Davies","Manlisgamncent","FWMF","Blue Jaguars",29,"C","2021",9.42543333333333
"1449","E. Apiyo","Pierrema","MFFW","Golden Rustlers",21,"B","2021",9.42616666666667
"1542","O. Muwonge","Coastpa Barleslands","MF","Simple Jayhawks",17,"B","2021",9.42656666666667
"13","P. Chew","Esia","FWMF","Fighting Cougars",28,"A","2020",9.42676666666667
"607","Y. Nartey","Esia","FWMF","Ultimate Dolphins",24,"C","2020",9.42756666666667
"879","C. Chand","Janmico","MF","Sugar Bengals",27,"D","2020",9.4294
"2216","I. Basemera","Nganion","MF","Flying Penguins",22,"E","2021",9.43333333333333
"1806","I. Reilly","Southern Ristan","MF","Serious Cyclones",31,"C","2021",9.4339
"1564","O. Ali","Loco Phirema","MFFW","Simple Privateers",23,"B","2021",9.4361
"1613","R. Majoni","Coastpa Barleslands","MFDF","Swift Rustlers",21,"B","2021",9.43736666666666
"2504","J. Namirembe","Rarita","MF","Serious Buffaloes",30,"RFL","2021",9.43786666666666
"1237","E. Alowo","Greri Landmoslands","FWMF","Wild Hornets",22,"RFL","2020",9.43786666666667
"2055","D. Soliman","Sobianitedrucy","DFMF","Red Rangers",17,"D","2021",9.43926666666667
"2030","O. Zieli?ski","Sobianitedrucy","FWMF","Mean Wolves",30,"D","2021",9.44253333333333
"96","L. Edwards","People's Land of Maneau","MFFW","Old Mustangs",25,"A","2020",9.4445
"2007","Z. Ng'ambi","Saintu","FWMF","Marvelous Heels",32,"D","2021",9.45013333333333
"1855","M. Sakai","Dosqaly","FWMF","Ultimate Dolphins",24,"C","2021",9.45053333333333
"843","B. Putra","Rosvi","MF","Serious Ranchers",24,"D","2020",9.45223333333333
"1509","M. Jha","Dosqaly","MF","Overconfident Kangaroos",30,"B","2021",9.45553333333334
"1032","K. Nambozo","Dosqaly","MF","Polar Kangaroos",23,"E","2020",9.45586666666667
"1343","A. Nyasulu","Rosvi","MF","Silver Heels",29,"A","2021",9.45733333333333
"88","Q. Nakityo","Quewenia","FWMF","Old Mustangs",27,"A","2020",9.45916666666666
"2253","K. Kabonesa","Nganion","MF","Horrible Bison",21,"E","2021",9.46013333333334
"1737","O. Obeng","Quewenia","MFDF","Little Lollipops",23,"C","2021",9.4643
"2368","L. Nakalembe","Nganion","FWMF","Sassy Knights",32,"E","2021",9.46813333333334
"1276","G. Gustafsson","People's Land of Maneau","MF","Great Galactic Gorgons",26,"A","2021",9.46856666666667
"1768","K. Ssenyondo","Esia","FWMF","Punctual Archers",28,"C","2021",9.47363333333334
"1991","W. Kisitu","Sobianitedrucy","FWMF","Hideous Spartans",24,"D","2021",9.4764
"186","D. Mabhena","Nganion","DFMF","Flawless Cows",26,"B","2020",9.47976666666667
"715","P. Arhin","Republic of Denand Landsa","MF","Flying Bombadiers",19,"D","2020",9.48416666666667
"772","A. Saeedi","Sobianitedrucy","MF","Mighty Monkeys",28,"D","2020",9.49713333333333
"1549","H. Amponsah","Pierrema","MFFW","Simple Jayhawks",27,"B","2021",9.50403333333333
"1990","K. Taremwa","Lefghau","FWMF","Hideous Spartans",28,"D","2021",9.50456666666666
"2520","L. Leibowitz","Rarita","MF","Strong Oaks",22,"RFL","2021",9.50783333333333
"1732","M. Mathieu","Quewenia","FWMF","Little Lollipops",23,"C","2021",9.50823333333333
"700","Z. Braun","Esia","MF","Fighting Wave",25,"D","2020",9.50936666666666
"158","V. Álvarez","Rarita","MFFW","Stacked Rocks",23,"A","2020",9.50966666666666
"502","C. Khalil","Esia","MFFW","Little Lollipops",27,"C","2020",9.50973333333333
"2085","S. Akiteng","Central Diasongo","MF","Serious Ranchers",27,"D","2021",9.5115
"1303","G. Baey","People's Land of Maneau","MF","Horrible Storm",26,"A","2021",9.512
"1862","O. Nairuba","Esia","MF","Ultimate Dolphins",30,"C","2021",9.5212
"1558","B. bin Awang","Czechnor","MF","Simple Privateers",26,"B","2021",9.52136666666667
"792","Y. Muyambo","Sobianitedrucy","MF","Punctual Fire",33,"D","2020",9.52156666666666
"374","D. Kemigisa","Greri Landmoslands","MF","Swift Rustlers",30,"B","2020",9.5222
"1135","G. Mishra","Nganion","DFMF","Ultimate Penguins",28,"E","2020",9.52476666666667
"1983","H. Pichler","Sobianitedrucy","MF","Flying Bombadiers",30,"D","2021",9.5267
"1473","R. Rusere","Tercapetralgrorus","MF","Jumping Beans",22,"B","2021",9.52673333333334
"764","B. Alhassan","Unicorporated Tiagascar","MF","Mean Wolves",31,"D","2020",9.5274
"1483","A. ?engi?","Dosqaly","MF","Mean Colts",26,"B","2021",9.52926666666666
"803","I. Vong","Greri Landmoslands","MF","Red Rangers",33,"D","2020",9.53799999999999
"2104","X. Kanyunyuzi","Manlisgamncent","MF","Spicy Pointers",31,"D","2021",9.54773333333333
"2","D. Alshehri","People's Land of Maneau","MF","Fanatical Outlaws",32,"A","2020",9.5478
"899","C. Ajidiru","Nganion","FWMF","Deferred Dolphins",24,"E","2020",9.54903333333333
"1418","Z. Ahmetovi?","Lefghau","MFFW","Flawless Cows",28,"B","2021",9.55153333333333
"1161","M. Arifin","Unicorporated Tiagascar","MFFW","Black Coyotes",25,"RFL","2020",9.55243333333333
"2505","J. Nurhayati","Rarita","MF","Serious Buffaloes",33,"RFL","2021",9.55446666666666
"2029","F. Zeng","Nganion","FWMF","Mean Wolves",26,"D","2021",9.55576666666666
"1346","X. Joly","People's Land of Maneau","FWMF","Solemn Cougars",22,"A","2021",9.55663333333333
"930","U. Nafula","Mico","FWMF","Festive Governors",28,"E","2020",9.5569
"2432","P. Mutonyi","Nganion","FWMF","Ultimate Penguins",20,"E","2021",9.5609
"2479","G. Vidal","Imaar Vircoand","FWMF","Marvelous Coyotes",32,"RFL","2021",9.56103333333334
"1534","H. Munetsi","Pierrema","MFFW","Serious Thunderbirds",30,"B","2021",9.563
"2528","S. Nyarko","Greri Landmoslands","MF","Wild Hornets",23,"RFL","2021",9.56603333333334
"217","C. Langa","Dosqaly","MF","Golden Rustlers",19,"B","2020",9.56913333333333
"27","D. Kojima","Highhlaands","MF","Great Galactic Gorgons",28,"A","2020",9.57416666666666
"398","X. Kamble","Dosqaly","MF","Unethical Comets",27,"B","2020",9.57506666666666
"1318","V. Mattila","Iverde","MF","Old Mustangs",25,"A","2021",9.5771
"2279","C. Nangobi","Manlisgamncent","MF","Mad Kingsmen",34,"E","2021",9.57863333333333
"1329","B. Kor","Cuandbo","MF","Punctual Rustlers",30,"A","2021",9.57873333333334
"974","Y. Nakimbugwe","Nganion","MF","Mad Bees",28,"E","2020",9.5792
"2318","M. Kusiima","Nancipenuaroe","MF","Polar Kangaroos",27,"E","2021",9.57933333333334
"306","A. Nwachukwu","Dosqaly","MF","Simple Jayhawks",23,"B","2020",9.57976666666667
"980","Q. Ariko","Djipines","FWMF","Mad Kingsmen",30,"E","2020",9.5806
"404","P. Nieminen","Dosqaly","MF","Villainous Eagles",32,"B","2020",9.5812
"2004","G. Sugawara","Byasier Pujan","FWMF","Marvelous Heels",23,"D","2021",9.582
"2113","R. Namande","Nganion","FWMF","Strange Pioneers",33,"D","2021",9.58356666666666
"928","L. Ndyanabo","Imaar Vircoand","FWMF","Festive Governors",32,"E","2020",9.5842
"174","E. Ishida","Unicorporated Tiagascar","MF","Sugar Storm",30,"A","2020",9.58563333333333
"1517","B. Amin","Southern Ristan","MFFW","Overconfident Kangaroos",18,"B","2021",9.58743333333334
"355","E. Lund","Republic of Denand Landsa","FWMF","Supreme Janes",24,"B","2020",9.59663333333333
"1336","M. Vásquez","Lefghau","MFFW","Punctual Rustlers",27,"A","2021",9.598
"1618","E. König","Dosqaly","FWMF","Unaccountable Foxes",16,"B","2021",9.5986
"954","B. Male","Nganion","FWMF","Horrible Bison",22,"E","2020",9.60006666666666
"612","X. Durand","Greri Landmoslands","MF","Ultimate Dolphins",21,"C","2020",9.60263333333333
"2303","L. Suárez","Nganion","FWMF","Plane Janes",17,"E","2021",9.6066
"670","Z. Buyinza","Saintu","MFFW","Coy Sunbirds",30,"D","2020",9.60726666666666
"1348","O. Nabirye","Coastpa Barleslands","MF","Solemn Cougars",28,"A","2021",9.61196666666667
"321","J. Kirabo","Dosqaly","MFFW","Simple Privateers",33,"B","2020",9.61839999999999
"329","F. Schäfer","Rosvi","FWMF","Solemn Leopards",23,"B","2020",9.61903333333334
"2531","G. Mandaza","Greri Landmoslands","MFFW","Wild Hornets",24,"RFL","2021",9.61986666666667
"1821","A. Mwesigwa","Esia","DFMF","Spicy Gophers",25,"C","2021",9.62110000000001
"341","E. Longwe","Dosqaly","MF","Somber Stallions",20,"B","2020",9.62443333333334
"1447","U. Oyella","Dosqaly","MFFW","Golden Rustlers",33,"B","2021",9.63593333333333
"769","R. Nahwera","Imaar Vircoand","MF","Mighty Monkeys",20,"D","2020",9.645
"184","R. Jacobs","People's Land of Maneau","MFFW","Swift Musketeers",25,"A","2020",9.64629999999999
"662","P. Rabiu","Sobianitedrucy","FWMF","Coy Sunbirds",26,"D","2020",9.65133333333333
"2071","B. Asiedu","Isle of Lababwe","FWMF","Remarkable Flames",31,"D","2021",9.65136666666667
"789","Z. Buyinza","Saintu","MF","Punctual Fire",30,"D","2020",9.65463333333333
"1854","I. bin Yusof","Central Namemo Laand","FWMF","Ultimate Dolphins",31,"C","2021",9.65463333333333
"1814","V. Nabukeera","Esia","MF","Silver Frogs",26,"C","2021",9.65783333333334
"188","B. Obonyo","Imaar Vircoand","FWMF","Flawless Cows",31,"B","2020",9.6579
"1063","G. Gentile","Lefghau","MF","Running Bigfoots",32,"E","2020",9.65923333333334
"1721","A. Namubiru","Dosqaly","FWMF","Horrible Flames",21,"C","2021",9.6602
"1641","C. B?rzi?š","Dosqaly","FWMF","Villainous Eagles",26,"B","2021",9.66196666666667
"1002","Y. Raut","Nganion","MF","Mighty Jimmies",23,"E","2020",9.67093333333333
"1515","Q. Awekonimungu","Dosqaly","MFFW","Overconfident Kangaroos",24,"B","2021",9.67263333333333
"848","J. Soares","Eastern Niasland","FWMF","Spicy Pointers",36,"D","2020",9.6734
"1609","G. Nabasa","Dosqaly","MF","Swift Rustlers",18,"B","2021",9.6744
"596","X. Seidu","Giumle Lizeibon","MF","Supreme Jaguars",25,"C","2020",9.67993333333333
"462","Z. Kasibante","Esia","MF","Blue Jaguars",21,"C","2020",9.68313333333334
"730","G. Sala","Sobianitedrucy","MF","Hideous Spartans",33,"D","2020",9.68606666666667
"177","A. Kiss","Mico","MF","Swift Musketeers",23,"A","2020",9.68866666666667
"1987","M. Atuhaire","Nancipenuaroe","DFMF","Hideous Spartans",31,"D","2021",9.69293333333333
"1505","H. Sugiyama","Dosqaly","FWMF","Overconfident Kangaroos",26,"B","2021",9.69936666666666
"1920","S. Umaru","Khstanchi Reabra","MF","Coy Catamarans",28,"D","2021",9.70406666666666
"663","U. Taaka","Xikong","FWMF","Coy Sunbirds",19,"D","2020",9.70473333333333
"2248","A. Johannessen","Nganion","MF","Horrible Bison",30,"E","2021",9.70516666666666
"610","J. Halvorsen","Esia","MF","Ultimate Dolphins",16,"C","2020",9.7064
"2367","L. Ibrahimovi?","Nganion","FWMF","Sassy Knights",25,"E","2021",9.7083
"155","D. Namugerwa","Imaar Vircoand","MFFW","Stacked Rocks",27,"A","2020",9.71606666666667
"1116","E. Obbo","Landli Blicporlip","MFFW","Swift Bison",18,"E","2020",9.7198
"132","K. Najjuma","Ngoque Blicri","DFMF","Somber Bombers",29,"A","2020",9.72026666666666
"811","F. Ilves","Imaar Vircoand","FWMF","Remarkable Flames",31,"D","2020",9.72723333333333
"1995","A. Dekker","Nancipenuaroe","MF","Hideous Spartans",27,"D","2021",9.73456666666667
"706","M. Ogbonna","Mico","FWMF","Flying Bombadiers",19,"D","2020",9.73536666666667
"454","Z. Mugeni","Galamily","DFMF","Blue Jaguars",27,"C","2020",9.7378
"1379","V. Álvarez","Rarita","MF","Stacked Rocks",24,"A","2021",9.7392
"1942","Y. Apolot","Janmico","MF","Coy Sunbirds",27,"D","2021",9.7393
"2304","J. Graham","Dosqaly","MF","Plane Janes",32,"E","2021",9.74796666666667
"876","M. Rashid","Sobianitedrucy","DFMF","Sugar Bengals",21,"D","2020",9.75536666666667
"1866","D. Amongi","Lylimi","DFMF","Ultimate Longhorns",36,"C","2021",9.76153333333333
"681","T. Nasution","Bernepamar","MFFW","Deranged Defenders",28,"D","2020",9.76156666666667
"2249","D. Mulumba","Nganion","MF","Horrible Bison",23,"E","2021",9.76476666666667
"990","G. Yunusa","Nganion","MFFW","Mad Kingsmen",28,"E","2020",9.76606666666667
"363","E. Fujiwara","Former Maneau","MFFW","Supreme Janes",25,"B","2020",9.76683333333333
"286","Y. Zia","Dosqaly","MF","Overconfident Kangaroos",28,"B","2020",9.76943333333333
"1872","K. Cheung","Biarizea","MFFW","Ultimate Longhorns",22,"C","2021",9.77033333333334
"619","H. Marroquín","Giumle Lizeibon","DFMF","Ultimate Longhorns",30,"C","2020",9.78283333333333
"128","F. Mtambo","Nganion","MFFW","Solemn Cougars",26,"A","2020",9.79553333333333
"1111","B. Reyes","Esian Republic","MF","Swift Bison",26,"E","2020",9.79593333333333
"272","G. Jee","Dosqaly","MF","Lady Ocelots",25,"B","2020",9.79803333333334
"1065","I. Carpentier","Rosvi","MFDF","Running Bigfoots",27,"E","2020",9.7988
"307","P. Oravec","Dosqaly","MF","Simple Jayhawks",28,"B","2020",9.80413333333333
"1552","F. Namajja","Central Badad","FWMF","Simple Privateers",25,"B","2021",9.80736666666667
"705","Y. Smit","Sobianitedrucy","MFFW","Fighting Wave",25,"D","2020",9.8098
"780","X. Kazibwe","Janmico","MFFW","Mighty Monkeys",28,"D","2020",9.8112
"2447","R. Jiménez","Rarita","MF","Black Coyotes",20,"RFL","2021",9.8114
"603","D. Mirembe","Nganion","DFMF","Ultimate Dolphins",30,"C","2020",9.82066666666667
"1698","P. Ssempijja","Esia","MFDF","Awkward Trailblazers",31,"C","2021",9.82660000000001
"1434","M. Hassan","Sobianitedrucy","MFFW","Glistening Paladins",28,"B","2021",9.82703333333334
"299","N. Oyama","Dosqaly","MFDF","Serious Thunderbirds",29,"B","2020",9.83280000000001
"2456","J. López","Rarita","MF","Educated Avengers",30,"RFL","2021",9.83513333333333
"905","W. Mahato","Nganion","MF","Deferred Dolphins",31,"E","2020",9.83813333333333
"2139","U. Chávez","Sobianitedrucy","MF","Wet Flames",28,"D","2021",9.85726666666666
"2366","T. Kabonesa","Nganion","MFFW","Running Bigfoots",22,"E","2021",9.85886666666667
"1996","H. Valentini","Sobianitedrucy","MF","Hideous Spartans",24,"D","2021",9.86023333333333
"828","A. Kimura","Sobianitedrucy","MF","Rowdy Clippers",32,"D","2020",9.86046666666666
"2503","D. Kimuli","Rarita","MF","Serious Buffaloes",28,"RFL","2021",9.86153333333333
"1304","T. Nkhoma","Southslands","MF","Horrible Storm",29,"A","2021",9.86523333333333
"2247","G. Nalukwago","Southern Ristan","FWMF","Horrible Bison",25,"E","2021",9.8659
"1604","F. Monday","Pahon","FWMF","Swift Rustlers",30,"B","2021",9.86809999999999
"1074","P. Ngamita","Nganion","MF","Sassy Knights",29,"E","2020",9.86966666666666
"1974","U. Lomongin","Northern Namemo Laand","DFMF","Flying Bombadiers",32,"D","2021",9.88613333333333
"2051","O. Avako","Xikong","MF","Mighty Monkeys",31,"D","2021",9.88633333333333
"39","Q. Nabutono","Lefghau","MF","Green Fleet",26,"A","2020",9.88873333333333
"2419","B. Reyes","Esian Republic","MF","Swift Bison",27,"E","2021",9.89163333333334
"674","U. Nambuya","Galamily","MF","Deranged Defenders",24,"D","2020",9.8972
"2357","U. Oliveira","Nganion","MFFW","Rabid Greyhounds",40,"E","2021",9.89823333333334
"1053","C. Simi?","Manlisgamncent","MF","Punctual Leopards",27,"E","2020",9.8984
"366","L. Chifamba","Lefghau","DFMF","Swift Rustlers",26,"B","2020",9.89886666666667
